,s,l,signal,gold,silver
5980,24,30,15,17,18
5963,23,30,13,17,18
5965,23,30,15,17,18
14294,10,46,19,17,18
11392,22,41,12,17,18
11391,22,41,11,17,18
5976,24,30,11,17,18
5977,24,30,12,17,18
5978,24,30,13,17,18
5964,23,30,14,17,18
15770,20,48,10,17,18
15771,20,48,11,17,18
15783,21,48,8,17,18
11583,35,41,8,17,18
15933,31,48,8,17,18
15918,30,48,8,17,18
15904,29,48,9,17,18
16563,27,49,8,17,18
11553,33,41,8,17,18
15888,28,48,8,17,18
15963,33,48,8,17,18
5444,15,29,19,17,18
5458,16,29,18,17,18
5459,16,29,19,17,18
5472,17,29,17,17,18
5473,17,29,18,17,18
5486,18,29,16,17,18
5487,18,29,17,17,18
5500,19,29,15,17,18
15873,27,48,8,17,18
5501,19,29,16,17,18
15978,34,48,8,17,18
13648,10,45,18,17,18
5211,26,28,11,17,18
5212,26,28,12,17,18
5213,26,28,13,17,18
5214,26,28,14,17,18
3403,20,23,18,17,18
13679,12,45,19,17,18
13678,12,45,18,17,18
13634,9,45,19,17,18
13677,12,45,17,17,18
13675,12,45,15,17,18
16534,25,49,9,17,18
11628,38,41,8,17,18
13663,11,45,18,17,18
13662,11,45,17,17,18
13661,11,45,16,17,18
13649,10,45,19,17,18
13676,12,45,16,17,18
6035,28,30,10,17,18
5515,20,29,15,17,18
3389,19,23,19,17,18
5605,26,29,15,17,18
5615,27,29,10,17,18
5616,27,29,11,17,18
5617,27,29,12,17,18
5618,27,29,13,17,18
5619,27,29,14,17,18
11509,30,41,9,17,18
5604,26,29,14,17,18
15814,23,48,9,17,18
15813,23,48,8,17,18
15800,22,48,10,17,18
15799,22,48,9,17,18
11479,28,41,9,17,18
11478,28,41,8,17,18
15785,21,48,10,17,18
15784,21,48,9,17,18
13457,40,44,7,17,18
5530,21,29,15,17,18
5603,26,29,13,17,18
3374,18,23,19,17,18
5543,22,29,13,17,18
5544,22,29,14,17,18
5545,22,29,15,17,18
3388,19,23,18,17,18
5557,23,29,12,17,18
5558,23,29,13,17,18
5559,23,29,14,17,18
5602,26,29,12,17,18
5572,24,29,12,17,18
5574,24,29,14,17,18
15844,25,48,9,17,18
5586,25,29,11,17,18
5587,25,29,12,17,18
5588,25,29,13,17,18
5589,25,29,14,17,18
5590,25,29,15,17,18
5573,24,29,13,17,18
13233,25,44,8,17,18
6036,28,30,11,17,18
6038,28,30,13,17,18
14351,14,46,16,17,18
14352,14,46,17,17,18
6410,25,31,10,17,18
6411,25,31,11,17,18
6412,25,31,12,17,18
6413,25,31,13,17,18
6414,25,31,14,17,18
6425,26,31,10,17,18
6426,26,31,11,17,18
6427,26,31,12,17,18
6428,26,31,13,17,18
6429,26,31,14,17,18
14362,15,46,12,17,18
7663,18,34,18,17,18
14363,15,46,13,17,18
14350,14,46,15,17,18
14349,14,46,14,17,18
6400,24,31,15,17,18
6399,24,31,14,17,18
6356,21,31,16,17,18
6367,22,31,12,17,18
6368,22,31,13,17,18
6369,22,31,14,17,18
6370,22,31,15,17,18
6371,22,31,16,17,18
6381,23,31,11,17,18
14364,15,46,14,17,18
6382,23,31,12,17,18
6384,23,31,14,17,18
6385,23,31,15,17,18
6386,23,31,16,17,18
14348,14,46,13,17,18
6396,24,31,11,17,18
6397,24,31,12,17,18
6398,24,31,13,17,18
6383,23,31,13,17,18
6439,27,31,9,17,18
6441,27,31,11,17,18
6442,27,31,12,17,18
14393,17,46,13,17,18
14394,17,46,14,17,18
11248,12,41,18,17,18
14405,18,46,10,17,18
13308,30,44,8,17,18
14407,18,46,12,17,18
3104,20,22,19,17,18
14392,17,46,12,17,18
3103,20,22,18,17,18
3089,19,22,19,17,18
13279,28,44,9,17,18
11234,11,41,19,17,18
11233,11,41,18,17,18
13249,26,44,9,17,18
11219,10,41,19,17,18
14408,18,46,13,17,18
11247,12,41,17,17,18
6355,21,31,15,17,18
14391,17,46,11,17,18
14380,16,46,15,17,18
6443,27,31,13,17,18
14365,15,46,15,17,18
14366,15,46,16,17,18
6454,28,31,9,17,18
6455,28,31,10,17,18
6456,28,31,11,17,18
6457,28,31,12,17,18
11249,12,41,19,17,18
6458,28,31,13,17,18
14377,16,46,12,17,18
14378,16,46,13,17,18
14379,16,46,14,17,18
6468,29,31,8,17,18
6470,29,31,10,17,18
6471,29,31,11,17,18
6472,29,31,12,17,18
14376,16,46,11,17,18
6354,21,31,14,17,18
6353,21,31,13,17,18
14338,13,46,18,17,18
11335,18,41,15,17,18
11334,18,41,14,17,18
11333,18,41,13,17,18
13353,33,44,8,17,18
11331,18,41,11,17,18
14320,12,46,15,17,18
14321,12,46,16,17,18
13368,34,44,8,17,18
14323,12,46,18,17,18
11321,17,41,16,17,18
11320,17,41,15,17,18
11319,17,41,14,17,18
11317,17,41,12,17,18
15697,15,48,12,17,18
14324,12,46,19,17,18
11307,16,41,17,17,18
15699,15,48,14,17,18
11306,16,41,16,17,18
11345,19,41,10,17,18
11347,19,41,12,17,18
11377,21,41,12,17,18
11376,21,41,11,17,18
11374,21,41,9,17,18
15713,16,48,13,17,18
13398,36,44,8,17,18
11363,20,41,13,17,18
11362,20,41,12,17,18
11346,19,41,11,17,18
11361,20,41,11,17,18
14306,11,46,16,17,18
14307,11,46,17,17,18
14308,11,46,18,17,18
14309,11,46,19,17,18
15711,16,48,11,17,18
11349,19,41,14,17,18
11348,19,41,13,17,18
11360,20,41,10,17,18
6037,28,30,12,17,18
11305,16,41,15,17,18
11303,16,41,13,17,18
11263,13,41,18,17,18
6310,18,31,15,17,18
6311,18,31,16,17,18
6312,18,31,17,17,18
14334,13,46,14,17,18
11261,13,41,16,17,18
6324,19,31,14,17,18
6299,17,31,19,17,18
6325,19,31,15,17,18
6327,19,31,17,17,18
14335,13,46,15,17,18
14336,13,46,16,17,18
6339,20,31,14,17,18
6340,20,31,15,17,18
6341,20,31,16,17,18
14337,13,46,17,17,18
6326,19,31,16,17,18
11304,16,41,14,17,18
6298,17,31,18,17,18
6296,17,31,16,17,18
11293,15,41,18,17,18
11292,15,41,17,17,18
11291,15,41,16,17,18
11290,15,41,15,17,18
11289,15,41,14,17,18
11279,14,41,19,17,18
11278,14,41,18,17,18
6297,17,31,17,17,18
11277,14,41,17,17,18
6254,14,31,19,17,18
6268,15,31,18,17,18
6269,15,31,19,17,18
6282,16,31,17,17,18
6283,16,31,18,17,18
6284,16,31,19,17,18
11264,13,41,19,17,18
11275,14,41,15,17,18
10864,25,40,9,17,18
7775,26,34,10,17,18
7674,19,34,14,17,18
10264,22,39,9,17,18
9243,25,37,8,17,18
9245,25,37,10,17,18
9246,25,37,11,17,18
9247,25,37,12,17,18
9258,26,37,8,17,18
9259,26,37,9,17,18
10266,22,39,11,17,18
9260,26,37,10,17,18
10254,21,39,14,17,18
10253,21,39,13,17,18
10252,21,39,12,17,18
10251,21,39,11,17,18
10250,21,39,10,17,18
9274,27,37,9,17,18
9275,27,37,10,17,18
9261,26,37,11,17,18
10267,22,39,12,17,18
10268,22,39,13,17,18
9232,24,37,12,17,18
15184,26,47,9,17,18
9200,22,37,10,17,18
9201,22,37,11,17,18
9202,22,37,12,17,18
9203,22,37,13,17,18
9204,22,37,14,17,18
10282,23,39,12,17,18
9214,23,37,9,17,18
9216,23,37,11,17,18
9217,23,37,12,17,18
9218,23,37,13,17,18
10281,23,39,11,17,18
10280,23,39,10,17,18
10279,23,39,9,17,18
9229,24,37,9,17,18
9230,24,37,10,17,18
9231,24,37,11,17,18
9276,27,37,11,17,18
9189,21,37,14,17,18
10239,20,39,14,17,18
10237,20,39,12,17,18
10208,18,39,13,17,18
10207,18,39,12,17,18
10197,17,39,17,17,18
10196,17,39,16,17,18
10195,17,39,15,17,18
10194,17,39,14,17,18
10193,17,39,13,17,18
10209,18,39,14,17,18
14939,9,47,19,17,18
14953,10,47,18,17,18
14954,10,47,19,17,18
14966,11,47,16,17,18
14967,11,47,17,17,18
14969,11,47,19,17,18
10183,16,39,18,17,18
10182,16,39,17,17,18
14952,10,47,17,17,18
10210,18,39,15,17,18
10211,18,39,16,17,18
9334,31,37,9,17,18
10235,20,39,10,17,18
9288,28,37,8,17,18
9289,28,37,9,17,18
9290,28,37,10,17,18
9291,28,37,11,17,18
9303,29,37,8,17,18
9304,29,37,9,17,18
9305,29,37,10,17,18
10225,19,39,15,17,18
10224,19,39,14,17,18
10223,19,39,13,17,18
10222,19,39,12,17,18
10221,19,39,11,17,18
9318,30,37,8,17,18
9319,30,37,9,17,18
9320,30,37,10,17,18
9333,31,37,8,17,18
10238,20,39,13,17,18
9188,21,37,13,17,18
9187,21,37,12,17,18
9185,21,37,10,17,18
15213,28,47,8,17,18
10355,28,39,10,17,18
10354,28,39,9,17,18
10353,28,39,8,17,18
10340,27,39,10,17,18
10339,27,39,9,17,18
10338,27,39,8,17,18
10368,29,39,8,17,18
12708,31,43,8,17,18
10325,26,39,10,17,18
10324,26,39,9,17,18
9058,12,37,18,17,18
9059,12,37,19,17,18
9072,13,37,17,17,18
9073,13,37,18,17,18
9074,13,37,19,17,18
10326,26,39,11,17,18
10369,29,39,9,17,18
10370,29,39,10,17,18
15229,29,47,9,17,18
8810,30,36,10,17,18
10443,34,39,8,17,18
8823,31,36,8,17,18
8824,31,36,9,17,18
8825,31,36,10,17,18
8838,32,36,8,17,18
8839,32,36,9,17,18
15303,34,47,8,17,18
16608,30,49,8,17,18
14776,43,46,6,17,18
12783,36,43,8,17,18
15288,33,47,8,17,18
15273,32,47,8,17,18
12753,34,43,8,17,18
15258,31,47,8,17,18
12738,33,43,8,17,18
10384,30,39,9,17,18
9086,14,37,16,17,18
9087,14,37,17,17,18
9088,14,37,18,17,18
9089,14,37,19,17,18
9144,18,37,14,17,18
9145,18,37,15,17,18
9146,18,37,16,17,18
9147,18,37,17,17,18
9157,19,37,12,17,18
9158,19,37,13,17,18
9159,19,37,14,17,18
9160,19,37,15,17,18
9161,19,37,16,17,18
10296,24,39,11,17,18
9171,20,37,11,17,18
9172,20,37,12,17,18
9173,20,37,13,17,18
9174,20,37,14,17,18
9175,20,37,15,17,18
10295,24,39,10,17,18
10293,24,39,8,17,18
9143,18,37,13,17,18
10181,16,39,16,17,18
9142,18,37,12,17,18
9133,17,37,18,17,18
10311,25,39,11,17,18
10310,25,39,10,17,18
9100,15,37,15,17,18
9101,15,37,16,17,18
9102,15,37,17,17,18
9103,15,37,18,17,18
9104,15,37,19,17,18
10309,25,39,9,17,18
9114,16,37,14,17,18
9116,16,37,16,17,18
9117,16,37,17,17,18
9118,16,37,18,17,18
9119,16,37,19,17,18
9128,17,37,13,17,18
9130,17,37,15,17,18
9131,17,37,16,17,18
9132,17,37,17,17,18
10297,24,39,12,17,18
8809,30,36,9,17,18
14980,12,47,15,17,18
14982,12,47,17,17,18
9786,26,38,11,17,18
9797,27,38,7,17,18
9799,27,38,9,17,18
9800,27,38,10,17,18
9801,27,38,11,17,18
12544,20,43,9,17,18
9813,28,38,8,17,18
9785,26,38,10,17,18
9814,28,38,9,17,18
12546,20,43,11,17,18
15036,16,47,11,17,18
9828,29,38,8,17,18
9829,29,38,9,17,18
9830,29,38,10,17,18
15037,16,47,12,17,18
12547,20,43,12,17,18
9815,28,38,10,17,18
9784,26,38,9,17,18
9782,26,38,7,17,18
15025,15,47,15,17,18
9739,23,38,9,17,18
9740,23,38,10,17,18
9741,23,38,11,17,18
9742,23,38,12,17,18
9743,23,38,13,17,18
15022,15,47,12,17,18
15023,15,47,13,17,18
15024,15,47,14,17,18
9753,24,38,8,17,18
9755,24,38,10,17,18
9756,24,38,11,17,18
9757,24,38,12,17,18
9768,25,38,8,17,18
9769,25,38,9,17,18
9770,25,38,10,17,18
9771,25,38,11,17,18
9772,25,38,12,17,18
12548,20,43,13,17,18
9728,22,38,13,17,18
9843,30,38,8,17,18
15038,16,47,13,17,18
15108,21,47,8,17,18
15110,21,47,10,17,18
15124,22,47,9,17,18
12620,25,43,10,17,18
12619,25,43,9,17,18
12618,25,43,8,17,18
15125,22,47,10,17,18
15096,20,47,11,17,18
15139,23,47,9,17,18
12604,24,43,9,17,18
15154,24,47,9,17,18
12591,23,43,11,17,18
12590,23,43,10,17,18
12589,23,43,9,17,18
12588,23,43,8,17,18
12575,22,43,10,17,18
12605,24,43,10,17,18
15095,20,47,10,17,18
15094,20,47,9,17,18
15093,20,47,8,17,18
15039,16,47,14,17,18
15050,17,47,10,17,18
12559,21,43,9,17,18
15051,17,47,11,17,18
15052,17,47,12,17,18
15053,17,47,13,17,18
12560,21,43,10,17,18
12561,21,43,11,17,18
12562,21,43,12,17,18
15169,25,47,9,17,18
15065,18,47,10,17,18
15067,18,47,12,17,18
15079,19,47,9,17,18
9918,35,38,8,17,18
12573,22,43,8,17,18
15081,19,47,11,17,18
15082,19,47,12,17,18
9844,30,38,9,17,18
9727,22,38,12,17,18
9726,22,38,11,17,18
9724,22,38,9,17,18
15009,14,47,14,17,18
15010,14,47,15,17,18
12634,26,43,9,17,18
10151,14,39,16,17,18
10150,14,39,15,17,18
12633,26,43,8,17,18
15011,14,47,16,17,18
15008,14,47,13,17,18
10139,13,39,19,17,18
10137,13,39,17,17,18
10136,13,39,16,17,18
9569,11,38,19,17,18
10124,12,39,19,17,18
10123,12,39,18,17,18
9583,12,38,18,17,18
9584,12,38,19,17,18
10138,13,39,18,17,18
10152,14,39,17,17,18
10153,14,39,18,17,18
10154,14,39,19,17,18
14983,12,47,18,17,18
14984,12,47,19,17,18
10180,16,39,15,17,18
10179,16,39,14,17,18
10178,16,39,13,17,18
12664,28,43,9,17,18
14994,13,47,14,17,18
14995,13,47,15,17,18
10169,15,39,19,17,18
10168,15,39,18,17,18
14996,13,47,16,17,18
14997,13,47,17,17,18
10167,15,39,17,17,18
12649,27,43,9,17,18
10166,15,39,16,17,18
10165,15,39,15,17,18
10164,15,39,14,17,18
9597,13,38,17,17,18
9598,13,38,18,17,18
9599,13,38,19,17,18
9611,14,38,16,17,18
9669,18,38,14,17,18
9670,18,38,15,17,18
9671,18,38,16,17,18
9681,19,38,11,17,18
9683,19,38,13,17,18
9684,19,38,14,17,18
9685,19,38,15,17,18
9696,20,38,11,17,18
9697,20,38,12,17,18
9698,20,38,13,17,18
9699,20,38,14,17,18
9700,20,38,15,17,18
9710,21,38,10,17,18
9711,21,38,11,17,18
9712,21,38,12,17,18
9713,21,38,13,17,18
9714,21,38,14,17,18
9668,18,38,13,17,18
14981,12,47,16,17,18
9667,18,38,12,17,18
9656,17,38,16,17,18
9612,14,38,17,17,18
9613,14,38,18,17,18
9614,14,38,19,17,18
9625,15,38,15,17,18
9626,15,38,16,17,18
9627,15,38,17,17,18
9628,15,38,18,17,18
9629,15,38,19,17,18
9639,16,38,14,17,18
9640,16,38,15,17,18
9641,16,38,16,17,18
9642,16,38,17,17,18
9643,16,38,18,17,18
10109,11,39,19,17,18
9653,17,38,13,17,18
9654,17,38,14,17,18
9655,17,38,15,17,18
9657,17,38,17,17,18
7673,19,34,13,17,18
8808,30,36,8,17,18
8794,29,36,9,17,18
10747,17,40,12,17,18
10737,16,40,17,17,18
10736,16,40,16,17,18
10735,16,40,15,17,18
10733,16,40,13,17,18
8054,12,35,19,17,18
8068,13,35,18,17,18
10748,17,40,13,17,18
8069,13,35,19,17,18
10723,15,40,18,17,18
10722,15,40,17,17,18
8082,14,35,17,17,18
8083,14,35,18,17,18
8084,14,35,19,17,18
10721,15,40,16,17,18
10719,15,40,14,17,18
10724,15,40,19,17,18
10749,17,40,14,17,18
10750,17,40,15,17,18
10751,17,40,16,17,18
13018,10,44,18,17,18
10794,20,40,14,17,18
10793,20,40,13,17,18
10792,20,40,12,17,18
10790,20,40,10,17,18
10780,19,40,15,17,18
10779,19,40,14,17,18
10778,19,40,13,17,18
10777,19,40,12,17,18
10776,19,40,11,17,18
16579,28,49,9,17,18
15421,42,47,6,17,18
10765,18,40,15,17,18
10764,18,40,14,17,18
10763,18,40,13,17,18
10762,18,40,12,17,18
10761,18,40,11,17,18
8096,15,35,16,17,18
13019,10,44,19,17,18
8097,15,35,17,17,18
8099,15,35,19,17,18
8157,19,35,17,17,18
8167,20,35,12,17,18
8168,20,35,13,17,18
8169,20,35,14,17,18
8170,20,35,15,17,18
8171,20,35,16,17,18
8181,21,35,11,17,18
8156,19,35,16,17,18
8182,21,35,12,17,18
8184,21,35,14,17,18
8185,21,35,15,17,18
10709,14,40,19,17,18
10708,14,40,18,17,18
10707,14,40,17,17,18
10706,14,40,16,17,18
8195,22,35,10,17,18
8183,21,35,13,17,18
8155,19,35,15,17,18
8154,19,35,14,17,18
8152,19,35,12,17,18
8110,16,35,15,17,18
8111,16,35,16,17,18
8112,16,35,17,17,18
8113,16,35,18,17,18
8114,16,35,19,17,18
8124,17,35,14,17,18
8125,17,35,15,17,18
8126,17,35,16,17,18
8127,17,35,17,17,18
8128,17,35,18,17,18
8129,17,35,19,17,18
8138,18,35,13,17,18
8139,18,35,14,17,18
8140,18,35,15,17,18
8141,18,35,16,17,18
8142,18,35,17,17,18
8143,18,35,18,17,18
8098,15,35,18,17,18
10804,21,40,9,17,18
13032,11,44,17,17,18
13033,11,44,18,17,18
7730,23,34,10,17,18
7731,23,34,11,17,18
7732,23,34,12,17,18
7733,23,34,13,17,18
7734,23,34,14,17,18
7744,24,34,9,17,18
7745,24,34,10,17,18
7720,22,34,15,17,18
7746,24,34,11,17,18
7748,24,34,13,17,18
7749,24,34,14,17,18
10849,24,40,9,17,18
10848,24,40,8,17,18
7759,25,34,9,17,18
7760,25,34,10,17,18
7761,25,34,11,17,18
7747,24,34,12,17,18
7719,22,34,14,17,18
7718,22,34,13,17,18
7717,22,34,12,17,18
7675,19,34,15,17,18
7676,19,34,16,17,18
7677,19,34,17,17,18
10862,25,40,7,17,18
7687,20,34,12,17,18
7688,20,34,13,17,18
7689,20,34,14,17,18
7690,20,34,15,17,18
7691,20,34,16,17,18
7701,21,34,11,17,18
7703,21,34,13,17,18
7704,21,34,14,17,18
7705,21,34,15,17,18
7706,21,34,16,17,18
10851,24,40,11,17,18
10850,24,40,10,17,18
7716,22,34,11,17,18
7762,25,34,12,17,18
7763,25,34,13,17,18
7773,26,34,8,17,18
5199,25,28,14,17,18
7835,30,34,10,17,18
7836,30,34,11,17,18
10823,22,40,13,17,18
7848,31,34,8,17,18
7849,31,34,9,17,18
7850,31,34,10,17,18
10822,22,40,12,17,18
10821,22,40,11,17,18
10820,22,40,10,17,18
7863,32,34,8,17,18
7864,32,34,9,17,18
7865,32,34,10,17,18
10819,22,40,9,17,18
10808,21,40,13,17,18
10807,21,40,12,17,18
10806,21,40,11,17,18
10805,21,40,10,17,18
7834,30,34,9,17,18
8197,22,35,12,17,18
7832,30,34,7,17,18
7821,29,34,11,17,18
7776,26,34,11,17,18
7777,26,34,12,17,18
7778,26,34,13,17,18
7788,27,34,8,17,18
7790,27,34,10,17,18
7791,27,34,11,17,18
7792,27,34,12,17,18
10837,23,40,12,17,18
10836,23,40,11,17,18
10835,23,40,10,17,18
7803,28,34,8,17,18
7804,28,34,9,17,18
7805,28,34,10,17,18
7806,28,34,11,17,18
7807,28,34,12,17,18
7819,29,34,9,17,18
7820,29,34,10,17,18
10833,23,40,8,17,18
8795,29,36,10,17,18
8198,22,35,13,17,18
10705,14,40,15,17,18
8637,18,36,17,17,18
12517,18,43,12,17,18
8647,19,36,12,17,18
8648,19,36,13,17,18
8649,19,36,14,17,18
8650,19,36,15,17,18
8651,19,36,16,17,18
8636,18,36,16,17,18
8661,20,36,11,17,18
8664,20,36,14,17,18
8665,20,36,15,17,18
12518,18,43,13,17,18
12519,18,43,14,17,18
8676,21,36,11,17,18
8677,21,36,12,17,18
8678,21,36,13,17,18
8663,20,36,13,17,18
8635,18,36,15,17,18
8634,18,36,14,17,18
8633,18,36,13,17,18
8579,14,36,19,17,18
8591,15,36,16,17,18
8592,15,36,17,17,18
8593,15,36,18,17,18
8594,15,36,19,17,18
8605,16,36,15,17,18
8606,16,36,16,17,18
8607,16,36,17,17,18
8608,16,36,18,17,18
8609,16,36,19,17,18
8619,17,36,14,17,18
8620,17,36,15,17,18
8621,17,36,16,17,18
8622,17,36,17,17,18
8623,17,36,18,17,18
12515,18,43,10,17,18
12516,18,43,11,17,18
8679,21,36,14,17,18
8578,14,36,18,17,18
8680,21,36,15,17,18
8690,22,36,10,17,18
16593,29,49,8,17,18
8748,26,36,8,17,18
8749,26,36,9,17,18
