,s,l,signal,gold,silver
5508,20,29,8,22,23
12497,17,43,7,22,23
8529,11,36,14,22,23
7541,10,34,16,22,23
8701,23,36,6,22,23
9870,32,38,5,22,23
8105,16,35,10,22,23
10890,27,40,5,22,23
5038,14,28,18,22,23
4229,9,26,19,22,23
3582,11,24,17,22,23
12075,29,42,5,22,23
3981,16,25,11,22,23
8557,13,36,12,22,23
7526,9,34,16,22,23
13890,27,45,5,22,23
4963,9,28,18,22,23
7514,8,34,19,22,23
7189,18,33,9,22,23
9825,29,38,5,22,23
16545,26,49,5,22,23
15707,16,48,7,22,23
5366,10,29,16,22,23
2189,13,19,19,22,23
7569,12,34,14,22,23
10062,8,39,17,22,23
8119,17,35,9,22,23
3974,15,25,19,22,23
5798,12,30,13,22,23
15582,7,48,17,22,23
11173,7,41,18,22,23
7527,9,34,17,22,23
8614,17,36,9,22,23
11255,13,41,10,22,23
8543,12,36,13,22,23
7147,15,33,12,22,23
3309,14,23,14,22,23
5928,21,30,8,22,23
9780,26,38,5,22,23
4976,10,28,16,22,23
11010,35,40,5,22,23
10935,30,40,5,22,23
5163,23,28,8,22,23
10049,7,39,19,22,23
2470,15,20,15,22,23
8091,15,35,11,22,23
4242,10,26,17,22,23
7528,9,34,18,22,23
12015,25,42,5,22,23
16500,23,49,5,22,23
7203,19,33,8,22,23
9885,33,38,5,22,23
11445,26,41,5,22,23
9011,9,37,16,22,23
2244,17,19,14,22,23
4671,15,27,11,22,23
13275,28,44,5,22,23
15135,23,47,5,22,23
3295,13,23,15,22,23
15885,28,48,5,22,23
10335,27,39,5,22,23
8007,9,35,17,22,23
3254,10,23,19,22,23
11213,10,41,13,22,23
12615,25,43,5,22,23
10410,32,39,5,22,23
9025,10,37,15,22,23
9577,12,38,12,22,23
5826,14,30,11,22,23
8865,34,36,5,22,23
4629,12,27,14,22,23
9522,8,38,17,22,23
13290,29,44,5,22,23
15195,27,47,5,22,23
8850,33,36,5,22,23
8021,10,35,16,22,23
14475,23,46,5,22,23
3953,14,25,13,22,23
15150,24,47,5,22,23
4643,13,27,13,22,23
16575,28,49,5,22,23
11241,12,41,11,22,23
2203,14,19,18,22,23
3659,16,24,19,22,23
1753,15,17,18,22,23
1754,15,17,19,22,23
5407,13,29,12,22,23
7276,24,33,6,22,23
10380,30,39,5,22,23
3666,17,24,11,22,23
12440,13,43,10,22,23
3073,18,22,18,22,23
9563,11,38,13,22,23
13602,7,45,17,22,23
4657,14,27,12,22,23
13771,19,45,6,22,23
3409,21,23,9,22,23
10131,13,39,11,22,23
10757,18,40,7,22,23
14431,20,46,6,22,23
16284,8,49,14,22,23
10395,31,39,5,22,23
11227,11,41,12,22,23
10350,28,39,5,22,23
15210,28,47,5,22,23
2230,16,19,15,22,23
12600,24,43,5,22,23
12735,33,43,5,22,23
12630,26,43,5,22,23
9038,11,37,13,22,23
9039,11,37,14,22,23
9066,13,37,11,22,23
9067,13,37,12,22,23
6001,26,30,6,22,23
8775,28,36,5,22,23
8049,12,35,14,22,23
4990,11,28,15,22,23
16397,16,49,7,22,23
15870,27,48,5,22,23
13215,24,44,5,22,23
8515,10,36,15,22,23
13112,17,44,7,22,23
13230,25,44,5,22,23
10470,36,39,5,22,23
2429,12,20,19,22,23
11186,8,41,16,22,23
13905,28,45,5,22,23
9081,14,37,11,22,23
2803,19,21,18,22,23
3967,15,25,12,22,23
10117,12,39,12,22,23
8061,13,35,11,22,23
12090,30,42,5,22,23
5393,12,29,13,22,23
8063,13,35,13,22,23
2443,13,20,18,22,23
9095,15,37,10,22,23
15766,20,48,6,22,23
11460,27,41,5,22,23
16368,14,49,8,22,23
8790,29,36,5,22,23
8835,32,36,5,22,23
7365,30,33,5,22,23
6599,8,32,19,22,23
3095,20,22,10,22,23
5611,27,29,6,22,23
12999,9,44,14,22,23
13920,29,45,5,22,23
11200,9,41,15,22,23
5060,16,28,10,22,23
14490,24,46,5,22,23
8033,11,35,13,22,23
4615,11,27,15,22,23
11812,11,42,12,22,23
15091,20,47,6,22,23
7380,31,33,5,22,23
5784,11,30,14,22,23
9509,7,38,19,22,23
9052,12,37,12,22,23
9053,12,37,13,22,23
7218,20,33,8,22,23
5450,16,29,10,22,23
9591,13,38,11,22,23
4758,21,27,8,22,23
12426,12,43,11,22,23
6614,9,32,19,22,23
5046,15,28,11,22,23
8035,11,35,15,22,23
8514,10,36,14,22,23
15032,16,47,7,22,23
3709,20,24,9,22,23
6768,20,32,8,22,23
11505,30,41,5,22,23
3898,10,25,18,22,23
6406,25,31,6,22,23
12690,30,43,5,22,23
10630,9,40,15,22,23
11826,12,42,11,22,23
11758,7,42,18,22,23
2796,19,21,11,22,23
1977,15,18,17,22,23
1978,15,18,18,22,23
6348,21,31,8,22,23
7091,11,33,16,22,23
12398,10,43,13,22,23
13860,25,45,5,22,23
8355,33,35,5,22,23
14595,31,46,5,22,23
5538,22,29,8,22,23
9330,31,37,5,22,23
11520,31,41,5,22,23
14907,7,47,17,22,23
7105,12,33,15,22,23
7830,30,34,5,22,23
16382,15,49,7,22,23
5052,15,28,17,22,23
7639,17,34,9,22,23
9270,27,37,5,22,23
7119,13,33,14,22,23
10604,7,40,19,22,23
13589,6,45,19,22,23
10246,21,39,6,22,23
5524,21,29,9,22,23
15915,30,48,5,22,23
9285,28,37,5,22,23
6753,19,32,8,22,23
7654,18,34,9,22,23
6754,19,32,9,22,23
12541,20,43,6,22,23
3323,15,23,13,22,23
11941,20,42,6,22,23
8162,20,35,7,22,23
5024,13,28,19,22,23
7668,19,34,8,22,23
10875,26,40,5,22,23
10644,10,40,14,22,23
5812,13,30,12,22,23
15664,13,48,9,22,23
9360,33,37,5,22,23
11840,13,42,10,22,23
9648,17,38,8,22,23
10188,17,39,8,22,23
6841,25,32,6,22,23
14550,28,46,5,22,23
7063,9,33,18,22,23
4340,17,26,10,22,23
7048,8,33,18,22,23
10700,14,40,10,22,23
6318,19,31,8,22,23
7049,8,33,19,22,23
13845,24,45,5,22,23
13615,8,45,15,22,23
1991,16,18,16,22,23
3925,12,25,15,22,23
12030,26,42,5,22,23
5162,23,28,7,22,23
8280,28,35,5,22,23
6164,8,31,19,22,23
8206,23,35,6,22,23
13830,23,45,5,22,23
11298,16,41,8,22,23
4369,19,26,9,22,23
7815,29,34,5,22,23
4803,24,27,8,22,23
4802,24,27,7,22,23
14565,29,46,5,22,23
4318,15,26,18,22,23
4010,18,25,10,22,23
14535,27,46,5,22,23
2789,18,21,19,22,23
10103,11,39,13,22,23
3911,11,25,16,22,23
7726,23,34,6,22,23
8310,30,35,5,22,23
7077,10,33,17,22,23
3380,19,23,10,22,23
8295,29,35,5,22,23
7741,24,34,6,22,23
6826,24,32,6,22,23
4332,16,26,17,22,23
11430,25,41,5,22,23
16560,27,49,5,22,23
7133,14,33,13,22,23
7625,16,34,10,22,23
16273,7,49,18,22,23
13713,15,45,8,22,23
10714,15,40,9,22,23
12675,29,43,5,22,23
3988,16,25,18,22,23
12412,11,43,12,22,23
3939,13,25,14,22,23
7845,31,34,5,22,23
5089,18,28,9,22,23
1964,14,18,19,22,23
11565,34,41,5,22,23
7624,16,34,9,22,23
7611,15,34,11,22,23
15180,26,47,5,22,23
8502,9,36,17,22,23
15810,23,48,5,22,23
3337,16,23,12,23,24
14301,11,46,11,23,24
8487,8,36,17,23,24
10860,25,40,5,23,24
9810,28,38,5,23,24
9706,21,38,6,23,24
6797,22,32,7,23,24
8805,30,36,5,23,24
8488,8,36,18,23,24
3995,17,25,10,23,24
8191,22,35,6,23,24
11199,9,41,14,23,24
8325,31,35,5,23,24
2968,11,22,18,23,24
9345,32,37,5,23,24
6598,8,32,18,23,24
5147,22,28,7,23,24
6611,9,32,16,23,24
7088,11,33,13,23,24
7860,32,34,5,23,24
12454,14,43,9,23,24
10159,15,39,9,23,24
7682,20,34,7,23,24
9181,21,37,6,23,24
5927,21,30,7,23,24
9080,14,37,10,23,24
6709,16,32,9,23,24
10728,16,40,8,23,24
4398,21,26,8,23,24
16485,22,49,5,23,24
6885,28,32,5,23,24
8760,27,36,5,23,24
1963,14,18,18,23,24
2484,16,20,14,23,24
5596,26,29,6,23,24
10320,26,39,5,23,24
16441,19,49,6,23,24
6782,21,32,7,23,24
15076,19,47,6,23,24
14906,7,47,16,23,24
5339,8,29,19,23,24
5537,22,29,7,23,24
3280,12,23,15,23,24
6260,15,31,10,23,24
5869,17,30,9,23,24
10657,11,40,12,23,24
11415,24,41,5,23,24
5744,8,30,19,23,24
6738,18,32,8,23,24
5567,24,29,7,23,24
8019,10,35,14,23,24
9765,25,38,5,23,24
6190,10,31,15,23,24
4068,22,25,8,23,24
4442,24,26,7,23,24
3952,14,25,12,23,24
7061,9,33,16,23,24
3294,13,23,14,23,24
3066,18,22,11,23,24
15795,22,48,5,23,24
9549,10,38,14,23,24
8997,8,37,17,23,24
2216,15,19,16,23,24
12972,7,44,17,23,24
7595,14,34,10,23,24
9662,18,38,7,23,24
13141,19,44,6,23,24
5898,19,30,8,23,24
3924,12,25,14,23,24
4787,23,27,7,23,24
7261,23,33,6,23,24
2684,11,21,19,23,24
8984,7,37,19,23,24
12959,6,44,19,23,24
2202,14,19,17,23,24
14947,10,47,12,23,24
16271,7,49,16,23,24
16270,7,49,15,23,24
7993,8,35,18,23,24
9535,9,38,15,23,24
10145,14,39,10,23,24
7581,13,34,11,23,24
4588,9,27,18,23,24
5757,9,30,17,23,24
2753,16,21,13,23,24
10202,18,39,7,23,24
14287,10,46,12,23,24
3281,12,23,16,23,24
11854,14,42,9,23,24
10671,12,40,11,23,24
14961,11,47,11,23,24
5192,25,28,7,23,24
12660,28,43,5,23,24
9024,10,37,14,23,24
15751,19,48,6,23,24
8500,9,36,15,23,24
8501,9,36,16,23,24
8006,9,35,16,23,24
8005,9,35,15,23,24
12985,8,44,15,23,24
7320,27,33,5,23,24
12000,24,42,5,23,24
10089,10,39,14,23,24
10786,20,40,6,23,24
5552,23,29,7,23,24
8133,18,35,8,23,24
7232,21,33,7,23,24
12344,6,43,19,23,24
7567,12,34,12,23,24
14416,19,46,6,23,24
12526,19,43,6,23,24
1739,14,17,19,23,24
14372,16,46,7,23,24
10616,8,40,16,23,24
9255,26,37,5,23,24
12384,9,43,14,23,24
14975,12,47,10,23,24
14315,12,46,10,23,24
4714,18,27,9,23,24
6362,22,31,7,23,24
9795,27,38,5,23,24
7513,8,34,18,23,24
2512,18,20,12,23,24
8628,18,36,8,23,24
8075,14,35,10,23,24
10075,9,39,15,23,24
5957,23,30,7,23,24
4817,25,27,7,23,24
8104,16,35,9,23,24
7638,17,34,8,23,24
7512,8,34,17,23,24
3623,14,24,13,23,24
8599,16,36,9,23,24
15581,7,48,16,23,24
2498,17,20,13,23,24
8089,15,35,9,23,24
3051,17,22,11,23,24
10603,7,40,18,23,24
3322,15,23,12,23,24
11784,9,42,14,23,24
5493,19,29,8,23,24
7116,13,33,11,23,24
3897,10,25,17,23,24
9619,15,38,9,23,24
3568,10,24,18,23,24
3308,14,23,13,23,24
7539,10,34,14,23,24
10305,25,39,5,23,24
8642,19,36,7,23,24
9123,17,37,8,23,24
12357,7,43,17,23,24
9855,31,38,5,23,24
13588,6,45,18,23,24
7653,18,34,8,23,24
6465,29,31,5,23,24
10061,8,39,16,23,24
7159,16,33,9,23,24
8584,15,36,9,23,24
10173,16,39,8,23,24
11356,20,41,6,23,24
14234,6,46,19,23,24
5177,24,28,7,23,24
13756,18,45,6,23,24
13083,15,44,8,23,24
5986,25,30,6,23,24
2725,14,21,15,23,24
7553,11,34,13,23,24
8613,17,36,8,23,24
7102,12,33,12,23,24
5118,20,28,8,23,24
9300,29,37,5,23,24
2711,13,21,16,23,24
5942,22,30,7,23,24
3680,18,24,10,23,24
9605,14,38,10,23,24
2739,15,21,14,23,24
11490,29,41,5,23,24
11269,14,41,9,23,24
3609,13,24,14,23,24
14894,6,47,19,23,24
12369,8,43,14,24,25
3884,9,25,19,24,25
14357,15,46,7,24,25
5030,14,28,10,24,25
9575,12,38,10,24,25
9561,11,38,11,24,25
3665,17,24,10,24,25
3694,19,24,9,24,25
13642,10,45,12,24,25
5350,9,29,15,24,25
14300,11,46,10,24,25
10187,17,39,7,24,25
14328,13,46,8,24,25
6450,28,31,5,24,25
9547,10,38,12,24,25
9576,12,38,11,24,25
15017,15,47,7,24,25
3882,9,25,17,24,25
6332,20,31,7,24,25
5379,11,29,14,24,25
6189,10,31,14,24,25
3938,13,25,13,24,25
4038,20,25,8,24,25
6175,9,31,15,24,25
6202,11,31,12,24,25
6188,10,31,13,24,25
14988,13,47,8,24,25
10129,13,39,9,24,25
10115,12,39,10,24,25
14960,11,47,10,24,25
15721,17,48,6,24,25
6176,9,31,16,24,25
13698,14,45,8,24,25
6231,13,31,11,24,25
10130,13,39,10,24,25
9010,9,37,15,24,25
9009,9,37,14,24,25
9633,16,38,8,24,25
13614,8,45,14,24,25
6317,19,31,7,24,25
14989,13,47,9,24,25
5351,9,29,16,24,25
10086,10,39,11,24,25
5016,13,28,11,24,25
11341,19,41,6,24,25
3408,21,23,8,24,25
13727,16,45,7,24,25
9562,11,38,12,24,25
2188,13,19,18,24,25
9022,10,37,12,24,25
3080,19,22,10,24,25
4067,22,25,7,24,25
2174,12,19,19,24,25
14314,12,46,9,24,25
6230,13,31,10,24,25
12585,23,43,5,24,25
6273,16,31,8,24,25
4948,8,28,18,24,25
14946,10,47,11,24,25
5002,12,28,12,24,25
11769,8,42,14,24,25
10088,10,39,13,24,25
9008,9,37,13,24,25
9533,9,38,13,24,25
14932,9,47,12,24,25
4949,8,28,19,24,25
14259,8,46,14,24,25
10087,10,39,12,24,25
14933,9,47,13,24,25
13712,15,45,7,24,25
14329,13,46,9,24,25
3896,10,25,16,24,25
5378,11,29,13,24,25
8995,8,37,15,24,25
3994,17,25,9,24,25
6174,9,31,14,24,25
13670,12,45,10,24,25
11312,17,41,7,24,25
14974,12,47,9,24,25
14893,6,47,18,24,25
3239,9,23,19,24,25
14892,6,47,17,24,25
13656,11,45,11,24,25
9065,13,37,10,24,25
9064,13,37,9,24,25
14401,18,46,6,24,25
6302,18,31,7,24,25
3738,22,24,8,24,25
3266,11,23,16,24,25
15003,14,47,8,24,25
13641,10,45,11,24,25
4082,23,25,7,24,25
6259,15,31,9,24,25
10100,11,39,10,24,25
13627,9,45,12,24,25
6217,12,31,12,24,25
6216,12,31,11,24,25
6347,21,31,7,24,25
16411,17,49,6,24,25
13669,12,45,9,24,25
4024,19,25,9,24,25
9093,15,37,8,24,25
13628,9,45,13,24,25
5912,20,30,7,24,25
11783,9,42,13,24,25
15061,18,47,6,24,25
9094,15,37,9,24,25
3966,15,25,11,24,25
4988,11,28,13,24,25
6161,8,31,16,24,25
6203,11,31,13,24,25
5392,12,29,12,24,25
6162,8,31,17,24,25
3737,22,24,7,24,25
11283,15,41,8,24,25
9079,14,37,9,24,25
9078,14,37,8,24,25
10231,20,39,6,24,25
14246,7,46,16,24,25
9603,14,38,8,24,25
12370,8,43,15,24,25
5338,8,29,18,24,25
9023,10,37,13,24,25
6163,8,31,18,24,25
9508,7,38,18,24,25
4053,21,25,8,24,25
9037,11,37,12,24,25
10048,7,39,18,24,25
9521,8,38,16,24,25
16440,19,49,5,24,25
13684,13,45,9,24,25
9036,11,37,11,24,25
3679,18,24,9,24,25
13683,13,45,8,24,25
3267,11,23,17,24,25
3094,20,22,9,24,25
11770,8,42,15,24,25
14919,8,47,14,24,25
6245,14,31,10,24,25
6244,14,31,9,24,25
3723,21,24,8,24,25
11744,6,42,19,24,25
6274,16,31,9,24,25
10116,12,39,11,24,25
14286,10,46,11,24,25
15120,22,47,5,24,25
1949,13,18,19,24,25
3910,11,25,15,24,25
6287,17,31,7,24,25
16426,18,49,6,24,25
10073,9,39,13,24,25
15046,17,47,6,24,25
6391,24,31,6,24,25
3980,16,25,10,24,25
9051,12,37,11,24,25
9050,12,37,10,24,25
4962,9,28,17,24,25
14343,14,46,8,24,25
5365,10,29,15,24,25
6303,18,31,8,24,25
10101,11,39,11,24,25
5364,10,29,14,24,25
9589,13,38,9,24,25
11297,16,41,7,24,25
10102,11,39,12,24,25
13655,11,45,10,24,25
6288,17,31,8,24,25
4052,21,25,7,24,25
5337,8,29,17,24,25
4974,10,28,14,24,25
9240,25,37,5,24,25
5352,9,29,17,24,25
7594,14,34,9,24,25
4412,22,26,7,24,25
5522,21,29,7,24,25
2781,18,21,11,24,25
7073,10,33,13,24,25
7074,10,33,14,24,25
8474,7,36,19,24,25
2483,16,20,13,24,25
15663,13,48,8,24,25
16259,6,49,19,24,25
16258,6,49,18,24,25
7711,22,34,6,24,25
12482,16,43,7,24,25
8485,8,36,15,24,25
8486,8,36,16,24,25
7087,11,33,12,24,25
4283,13,26,13,24,25
13815,22,45,5,24,25
3336,16,23,11,24,25
4282,13,26,12,24,25
16257,6,49,17,24,25
11985,23,42,5,24,25
8498,9,36,13,24,25
10845,24,40,5,24,25
7060,9,33,15,24,25
6767,20,32,7,24,25
3567,10,24,17,24,25
14273,9,46,13,24,25
4728,19,27,8,24,25
4727,19,27,7,24,25
15678,14,48,8,24,25
7046,8,33,16,24,25
7800,28,34,5,24,25
7047,8,33,17,24,25
12467,15,43,7,24,25
6752,19,32,7,24,25
3351,17,23,11,24,25
2497,17,20,12,24,25
12468,15,43,8,24,25
7785,27,34,5,24,25
2767,17,21,12,24,25
3554,9,24,19,24,25
3553,9,24,18,24,25
7059,9,33,14,24,25
7770,26,34,5,24,25
14272,9,46,12,24,25
8499,9,36,14,24,25
2795,19,21,10,24,25
8554,13,36,9,24,25
8555,13,36,10,24,25
14233,6,46,18,24,25
8568,14,36,8,24,25
8569,14,36,9,24,25
6708,16,32,8,24,25
7608,15,34,8,24,25
4269,12,26,14,24,25
4268,12,26,13,24,25
5088,18,28,8,24,25
8583,15,36,8,24,25
5507,20,29,7,24,25
15554,5,48,19,24,25
8597,16,36,7,24,25
8598,16,36,8,24,25
15649,12,48,9,24,25
7143,15,33,8,24,25
7144,15,33,9,24,25
7580,13,34,10,24,25
7609,15,34,9,24,25
6737,18,32,7,24,25
7130,14,33,10,24,25
6723,17,32,8,24,25
7101,12,33,11,24,25
16311,10,49,11,24,25
4713,18,27,8,24,25
7652,18,34,7,24,25
8512,10,36,12,24,25
8118,17,35,8,24,25
8513,10,36,13,24,25
7637,17,34,7,24,25
11159,6,41,19,24,25
16244,5,49,19,24,25
7623,16,34,8,24,25
3394,20,23,9,24,25
8526,11,36,11,24,25
8527,11,36,12,24,25
5882,18,30,7,24,25
5883,18,30,8,24,25
8540,12,36,10,24,25
8541,12,36,11,24,25
7129,14,33,9,24,25
6722,17,32,7,24,25
6694,15,32,9,24,25
2738,15,21,13,24,25
2724,14,21,14,24,25
2981,12,22,16,24,25
8046,12,35,11,24,25
4368,19,26,8,24,25
8045,12,35,10,24,25
4757,21,27,7,24,25
16297,9,49,12,24,25
6870,27,32,5,24,25
13200,23,44,5,24,25
11839,13,42,9,24,25
8032,11,35,12,24,25
2967,11,22,17,24,25
3023,15,22,13,24,25
10699,14,40,9,24,25
8018,10,35,13,24,25
4354,18,26,9,24,25
4353,18,26,8,24,25
8017,10,35,12,24,25
11853,14,42,8,24,25
10742,17,40,7,24,25
10727,16,40,7,24,25
8004,9,35,14,24,25
8059,13,35,9,24,25
15736,18,48,6,24,25
8117,17,35,7,24,25
2995,13,22,15,24,25
6915,30,32,5,24,25
5840,15,30,10,24,25
8103,16,35,8,24,25
3608,13,24,13,24,25
4772,22,27,7,24,25
8102,16,35,7,24,25
6900,29,32,5,24,25
3379,19,23,9,24,25
5117,20,28,7,24,25
12411,11,43,11,24,25
8147,19,35,7,24,25
3009,14,22,14,24,25
4383,20,26,8,24,25
4382,20,26,7,24,25
12425,12,43,10,24,25
8088,15,35,8,24,25
8074,14,35,9,24,25
8060,13,35,10,24,25
4296,14,26,11,24,25
8003,9,35,13,24,25
8250,26,35,5,24,25
4310,15,26,10,24,25
10643,10,40,13,24,25
12453,14,43,8,24,25
10641,10,40,11,24,25
13011,10,44,11,24,25
13012,10,44,12,24,25
5868,17,30,8,24,25
13025,11,44,10,24,25
13026,11,44,11,24,25
15692,15,48,7,24,25
12397,10,43,12,24,25
5103,19,28,8,24,25
5102,19,28,7,24,25
3581,11,24,16,24,25
10629,9,40,14,24,25
13039,12,44,9,24,25
10627,9,40,12,24,25
13040,12,44,10,24,25
4297,14,26,12,24,25
4311,15,26,11,24,25
3595,12,24,15,24,25
12998,9,44,13,24,25
2953,10,22,18,24,25
10685,13,40,10,24,25
4427,23,26,7,24,25
7992,8,35,17,24,25
8265,27,35,5,24,25
7991,8,35,16,24,25
4339,17,26,9,24,25
7990,8,35,15,24,25
12958,6,44,18,24,25
12439,13,43,9,24,25
3594,12,24,14,24,25
5854,16,30,9,24,25
10669,12,40,9,24,25
3037,16,22,12,24,25
12984,8,44,14,24,25
6811,23,32,6,24,25
4743,20,27,8,24,25
4742,20,27,7,24,25
2954,10,22,19,24,25
10655,11,40,10,24,25
12997,9,44,12,24,25
3622,14,24,12,24,25
7115,13,33,10,24,25
4397,21,26,7,24,25
7173,17,33,8,24,25
2428,12,20,18,24,25
11185,8,41,15,24,25
7172,17,33,7,24,25
6637,11,32,12,24,25
6638,11,32,13,24,25
8745,26,36,5,24,25
15594,8,48,14,24,25
5074,17,28,9,24,25
16339,12,49,9,24,25
5421,14,29,11,24,25
5420,14,29,10,24,25
5073,17,28,8,24,25
8730,25,36,5,24,25
4614,11,27,14,24,25
2442,13,20,17,24,25
5756,9,30,16,24,25
7350,29,33,5,24,25
5742,8,30,17,24,25
4628,12,27,13,24,25
5478,18,29,8,24,25
4214,8,26,19,24,25
6651,12,32,11,24,25
14460,22,46,5,24,25
15750,19,48,5,24,25
7335,28,33,5,24,25
6652,12,32,12,24,25
7511,8,34,16,24,25
13054,13,44,9,24,25
13053,13,44,8,24,25
3651,16,24,11,24,25
4574,8,27,19,24,25
5464,17,29,9,24,25
11897,17,42,7,24,25
7202,19,33,7,24,25
4685,16,27,10,24,25
13097,16,44,7,24,25
4587,9,27,17,24,25
6597,8,32,17,24,25
6609,9,32,14,24,25
4586,9,27,16,24,25
6596,8,32,16,24,25
4600,10,27,15,24,25
5449,16,29,9,24,25
6610,9,32,15,24,25
16353,13,49,8,24,25
5435,15,29,10,24,25
7187,18,33,7,24,25
7217,20,33,7,24,25
11868,15,42,8,24,25
4699,17,27,9,24,25
5434,15,29,9,24,25
6693,15,32,8,24,25
3637,15,24,12,24,25
15607,9,48,12,24,25
13126,18,44,6,24,25
12383,9,43,13,24,25
4684,16,27,9,24,25
6623,10,32,13,24,25
6624,10,32,14,24,25
13068,14,44,8,24,25
4601,10,27,16,24,25
5463,17,29,8,24,25
5743,8,30,18,24,25
11867,15,42,7,24,25
2456,14,20,16,24,25
5477,18,29,7,24,25
7305,26,33,5,24,25
7524,9,34,14,24,25
7538,10,34,13,24,25
7537,10,34,12,24,25
5492,19,29,7,24,25
5406,13,29,11,24,25
7552,11,34,12,24,25
4656,14,27,11,24,25
4255,11,26,15,24,25
16325,11,49,10,24,25
7551,11,34,11,24,25
14430,20,46,5,24,25
7525,9,34,15,24,25
15569,6,48,19,24,25
4642,13,27,12,24,25
4254,11,26,14,24,25
4670,15,27,10,24,25
4573,8,27,18,24,25
15568,6,48,18,24,25
3065,18,22,10,24,25
8671,21,36,6,24,25
6666,13,32,11,24,25
2228,16,19,13,24,25
15621,10,48,11,24,25
11882,16,42,7,24,25
4227,9,26,17,24,25
15635,11,48,10,24,25
15567,6,48,17,24,25
5132,21,28,7,24,25
6680,14,32,10,24,25
6679,14,32,9,24,25
11926,19,42,6,24,25
5897,19,30,7,24,25
4228,9,26,18,24,25
6665,13,32,10,24,25
5770,10,30,15,24,25
7158,16,33,8,24,25
7566,12,34,11,24,25
7565,12,34,10,24,25
4240,10,26,15,24,25
7976,7,35,16,25,26
5059,16,28,9,25,26
7977,7,35,17,25,26
11268,14,41,8,25,26
15075,19,47,5,25,26
7979,7,35,19,25,26
12971,7,44,16,25,26
7290,25,33,5,25,26
5825,14,30,10,25,26
1751,15,17,16,25,26
1752,15,17,17,25,26
15634,11,48,9,25,26
7260,23,33,5,25,26
13170,21,44,5,25,26
10172,16,39,7,25,26
9574,12,38,9,25,26
10128,13,39,8,25,26
13600,7,45,15,25,26
16283,8,49,13,25,26
12969,7,44,14,25,26
12570,22,43,5,25,26
10771,19,40,6,25,26
5769,10,30,14,25,26
5839,15,30,9,25,26
5768,10,30,13,25,26
9560,11,38,10,25,26
12983,8,44,13,25,26
9548,10,38,13,25,26
15620,10,48,10,25,26
9546,10,38,11,25,26
14299,11,46,9,25,26
9520,8,38,15,25,26
9519,8,38,14,25,26
15105,21,47,5,25,26
10143,14,39,8,25,26
10144,14,39,9,25,26
12341,6,43,16,25,26
8030,11,35,10,25,26
5755,9,30,15,25,26
8031,11,35,11,25,26
6030,28,30,5,25,26
3252,10,23,17,25,26
4756,21,27,6,25,26
10158,15,39,8,25,26
13599,7,45,14,25,26
9505,7,38,15,25,26
3253,10,23,18,25,26
9493,6,38,18,25,26
14445,21,46,5,25,26
12957,6,44,17,25,26
8016,10,35,11,25,26
11240,12,41,10,25,26
12438,13,43,8,25,26
12424,12,43,9,25,26
7246,22,33,6,25,26
15090,20,47,5,25,26
6258,15,31,8,25,26
5206,26,28,6,25,26
5003,12,28,13,25,26
9534,9,38,14,25,26
5595,26,29,5,25,26
4426,23,26,6,25,26
5783,11,30,13,25,26
14415,19,46,5,25,26
13185,22,44,5,25,26
5782,11,30,12,25,26
13785,20,45,5,25,26
4411,22,26,6,25,26
12343,6,43,18,25,26
10741,17,40,6,25,26
9532,9,38,12,25,26
13601,7,45,16,25,26
6134,6,31,19,25,26
15765,20,48,5,25,26
16243,5,49,18,25,26
5017,13,28,12,25,26
7114,13,33,9,25,26
16455,20,49,5,25,26
7667,19,34,7,25,26
11955,21,42,5,25,26
7523,9,34,13,25,26
7100,12,33,10,25,26
1975,15,18,15,25,26
1976,15,18,16,25,26
5796,12,30,11,25,26
6149,7,31,19,25,26
7510,8,34,15,25,26
15580,7,48,15,25,26
10060,8,39,15,25,26
16425,18,49,5,25,26
7498,7,34,18,25,26
7086,11,33,11,25,26
7710,22,34,5,25,26
7497,7,34,17,25,26
7496,7,34,16,25,26
5714,6,30,19,25,26
2939,9,22,19,25,26
13626,9,45,11,25,26
15579,7,48,14,25,26
5971,24,30,6,25,26
6148,7,31,18,25,26
7128,14,33,8,25,26
7579,13,34,9,25,26
1947,13,18,17,25,26
3883,9,25,18,25,26
14285,10,46,10,25,26
4961,9,28,16,25,26
5797,12,30,12,25,26
5087,18,28,7,25,26
15553,5,48,18,25,26
7593,14,34,8,25,26
13800,21,45,5,25,26
11326,18,41,6,25,26
7622,16,34,7,25,26
5985,25,30,5,25,26
1961,14,18,16,25,26
1962,14,18,17,25,26
10074,9,39,14,25,26
13640,10,45,10,25,26
3722,21,24,7,25,26
10072,9,39,12,25,26
1934,12,18,19,25,26
11311,17,41,6,25,26
3869,8,25,19,25,26
6147,7,31,17,25,26
9750,24,38,5,25,26
4559,7,27,19,25,26
11911,18,42,6,25,26
9691,20,38,6,25,26
16470,21,49,5,25,26
15606,9,48,11,25,26
9632,16,38,7,25,26
10114,12,39,9,25,26
3937,13,25,12,25,26
9618,15,38,8,25,26
10034,6,39,19,25,26
9617,15,38,7,25,26
10033,6,39,18,25,26
3580,11,24,15,25,26
12356,7,43,16,25,26
12355,7,43,15,25,26
15780,21,48,5,25,26
7186,18,33,6,25,26
5728,7,30,18,25,26
9604,14,38,9,25,26
13155,20,44,5,25,26
11743,6,42,18,25,26
13082,15,44,7,25,26
12354,7,43,14,25,26
5729,7,30,19,25,26
